SAMPLE_ID,ANALYSIS_ID,ANALYSIS_CONTRACT,STATION_NAME,DEPLOYMENT_DATE_START,DEPLOYMENT_TIME_START,CAST_NUMBER,GEAR,TOW_TYPE,NET_MESH_SIZE,SAMPLING_NET_ID,MIN_SAMPLE_DEPTH,MAX_SAMPLE_DEPTH,DEPTH_CALC_NET_FILTERED_VOL,FLOWMETER_CALC_VOL,TAXON_ID,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,C1_SAMPLE_ABUND (nbr of ind.),C1_ABUND (ind./m3 depth vol.),C1_ABUND (ind./m3 flowmeter vol.),C1_BIOMASS (µg C m-3 depth vol.),C1_BIOMASS (µg C m-3 flowmeter vol.),C2_SAMPLE_ABUND (nbr of ind.),C2_ABUND (ind./m3 depth vol.),C2_ABUND (ind./m3 flowmeter vol.),C2_BIOMASS (µg C m-3 depth vol.),C2_BIOMASS (µg C m-3 flowmeter vol.),C3_SAMPLE_ABUND (nbr of ind.),C3_ABUND (ind./m3 depth vol.),C3_ABUND (ind./m3 flowmeter vol.),C3_BIOMASS (µg C m-3 depth vol.),C3_BIOMASS (µg C m-3 flowmeter vol.),C4_SAMPLE_ABUND (nbr of ind.),C4_ABUND (ind./m3 depth vol.),C4_ABUND (ind./m3 flowmeter vol.),C4_BIOMASS (µg C m-3 depth vol.),C4_BIOMASS (µg C m-3 flowmeter vol.),C5_SAMPLE_ABUND (nbr of ind.),C5_ABUND (ind./m3 depth vol.),C5_ABUND (ind./m3 flowmeter vol.),C5_BIOMASS (µg C m-3 depth vol.),C5_BIOMASS (µg C m-3 flowmeter vol.),M_SAMPLE_ABUND (nbr of ind.),M_ABUND (ind./m3 depth vol.),M_ABUND (ind./m3 flowmeter vol.),M_BIOMASS (µg C m-3 depth vol.),M_BIOMASS (µg C m-3 flowmeter vol.),F_SAMPLE_ABUND (nbr of ind.),F_ABUND (ind./m3 depth vol.),F_ABUND (ind./m3 flowmeter vol.),F_BIOMASS (µg C m-3 depth vol.),F_BIOMASS (µg C m-3 flowmeter vol.),COP_NS_SAMPLE_ABUND (nbr of ind.),COP_NS_ABUND (ind./m3 depth vol.),COP_NS_ABUND (ind./m3 flowmeter vol.),COP_NS_BIOMASS (µg C m-3 depth vol.),COP_NS_BIOMASS (µg C m-3 flowmeter vol.),COPEPODID_SAMPLE_ABUND (nbr of ind.),COPEPODID_ABUND (ind./m3 depth vol.),COPEPODID_ABUND (ind./m3 flowmeter vol.),COPEPODID_BIOMASS (µg C m-3 depth vol.),COPEPODID_BIOMASS (µg C m-3 flowmeter vol.),N1_SAMPLE_ABUND (nbr of ind.),N1_ABUND (ind./m3 depth vol.),N1_ABUND (ind./m3 flowmeter vol.),N2_SAMPLE_ABUND (nbr of ind.),N2_ABUND (ind./m3 depth vol.),N2_ABUND (ind./m3 flowmeter vol.),N3_SAMPLE_ABUND (nbr of ind.),N3_ABUND (ind./m3 depth vol.),N3_ABUND (ind./m3 flowmeter vol.),N4_SAMPLE_ABUND (nbr of ind.),N4_ABUND (ind./m3 depth vol.),N4_ABUND (ind./m3 flowmeter vol.),N5_SAMPLE_ABUND (nbr of ind.),N5_ABUND (ind./m3 depth vol.),N5_ABUND (ind./m3 flowmeter vol.),N6_SAMPLE_ABUND (nbr of ind.),N6_ABUND (ind./m3 depth vol.),N6_ABUND (ind./m3 flowmeter vol.),NAUP_NS_SAMPLE_ABUND (nbr of ind.),NAUP_NS_ABUND (ind./m3 depth vol.),NAUP_NS_ABUND (ind./m3 flowmeter vol.),NAUPLIUS_SAMPLE_ABUND (nbr of ind.),NAUPLIUS_ABUND (ind./m3 depth vol.),NAUPLIUS_ABUND (ind./m3 flowmeter vol.),ALL_STAGES_SAMPLE_ABUND (nbr of ind.),ALL_STAGES_ABUND (ind./m3 depth vol.),ALL_STAGES_ABUND (ind./m3 flowmeter vol.)
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Gaetanus tenuispinus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.063366337,0.107418597,3.210430733,5.442321316,32,0.063366337,0.107418597,7.797752396,13.21874777,16,0.031683168,0.053709298,4.480523089,7.595381537,80,0.158415842,0.268546492,35.33369663,59.89767304,0,0,0,0,0,160,0.316831683,0.537092984,50.82240285,86.15412367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0.316831683,0.537092984
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Haloptilus acutifrons,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.031683168,0.053709298,NA,NA,0,0,0,0,0,0,0,0,0,0,16,0.031683168,0.053709298,NA,NA,0,0,0,0,0,32,0.063366337,0.107418597,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.063366337,0.107418597
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Harpacticoida,Animalia,Arthropoda,Copepoda,Harpacticoida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6496,12.86336634,21.80597516,NA,NA,6496,12.86336634,21.80597516,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6496,12.86336634,21.80597516
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Heterorhabdidae,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,0,0,0,0,266.6666667,0.528052805,0.895154974,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Heterorhabdus norvegicus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.063366337,0.107418597,6.194813465,10.50144612,32,0.063366337,0.107418597,19.34210788,32.78873609,0,0,0,0,0,64,0.126732673,0.214837194,25.53692135,43.29018221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.126732673,0.214837194
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Heterostylites major,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,0,0,0,0,16,0.031683168,0.053709298,NA,NA,16,0.031683168,0.053709298,NA,NA,16,0.031683168,0.053709298,NA,NA,48,0.095049505,0.161127895,NA,NA,16,0.031683168,0.053709298,NA,NA,32,0.063366337,0.107418597,NA,NA,0,0,0,0,0,144,0.285148515,0.483383686,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0.285148515,0.483383686
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Lubbockia sp.,Animalia,Arthropoda,Copepoda,Cyclopoida,Lubbockiidae,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,NA,NA,0,0,0,0,0,533.3333333,1.056105611,1.790309947,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,1.056105611,1.790309947
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,266.6666667,0.528052805,0.895154974,0.889119472,1.50723509,0,0,0,0,0,0,0,0,0,0,1066.666667,2.112211221,3.580619895,46.1745637,78.27510798,1066.666667,2.112211221,3.580619895,147.665996,250.3233568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,4.752475248,8.056394763,194.7296792,330.1056999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,4.752475248,8.056394763
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Microcalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,0,0,0,0,0,0,0,0,0,1866.666667,3.696369637,6.266084816,1.976670627,3.350851516,7733.333333,15.31353135,25.95949424,14.37481188,24.36817724,2933.333333,5.808580858,9.846704711,7.917444224,13.42164932,266.6666667,0.528052805,0.895154974,0.719767657,1.220149938,5600,11.08910891,18.79825445,18.04053861,30.58231621,800,1.584158416,2.685464921,1.461922489,2.47825061,19200,38.01980198,64.45115811,44.49115549,75.42139484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19200,38.01980198,64.45115811
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Neomormonilla sp.,Animalia,Arthropoda,Copepoda,Mormonilloida,Mormonillidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.031683168,0.053709298,NA,NA,16,0.031683168,0.053709298,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.031683168,0.053709298
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.6666667,0.62310231,1.056282869,0.957041531,1.622376547,0,0,0,0,0,314.6666667,0.62310231,1.056282869,0.957041531,1.622376547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.6666667,0.62310231,1.056282869
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,0,0,0,0,0,2133.333333,4.224422442,7.16123979,0.802555776,1.360492335,1333.333333,2.640264026,4.475774869,0.666112211,1.129193242,1333.333333,2.640264026,4.475774869,0.907379538,1.538189549,4266.666667,8.448844884,14.32247958,4.101069307,6.952131588,2666.666667,5.280528053,8.951549737,2.821438944,4.78290254,18133.33333,35.90759076,60.87053821,25.0031736,42.38537317,1600,3.168316832,5.370929842,1.197225461,2.029536279,31466.66667,62.31023102,105.6282869,35.49895483,60.1778187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31466.66667,62.31023102,105.6282869
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.666667,5.280528053,8.951549737,6.559049505,11.11889896,0,0,0,0,0,2666.666667,5.280528053,8.951549737,6.559049505,11.11889896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.666667,5.280528053,8.951549737
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Pseudocalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,1866.666667,3.696369637,6.266084816,1.032654785,1.750556115,3733.333333,7.392739274,12.53216963,4.362381518,7.395107978,1600,3.168316832,5.370929842,3.157861386,5.353205774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,3.377937954,5.726279512,0,0,0,0,0,7466.666667,14.78547855,25.06433926,11.93083564,20.22514938,0,0,0,0,0,0,16,0.031683168,0.053709298,1114.666667,2.207260726,3.74174779,1882.666667,3.728052805,6.319794114,1349.333333,2.671947195,4.529484167,0,0,0,4362.666667,8.638943894,14.64473537,11829.33333,23.42442244,39.70907463
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Scolecithricella minor,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,1.056105611,1.790309947,5.758764356,9.762255791,0,0,0,0,0,533.3333333,1.056105611,1.790309947,5.758764356,9.762255791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,1.056105611,1.790309947
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Spinocalanus longicornis,Animalia,Arthropoda,Copepoda,Calanoida,Spinocalanidae,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,0.259358416,0.439664317,266.6666667,0.528052805,0.895154974,0.321737294,0.545408974,1333.333333,2.640264026,4.475774869,2.16570297,3.671299094,533.3333333,1.056105611,1.790309947,0.866281188,1.468519637,2133.333333,4.224422442,7.16123979,9.4101967,15.95216292,0,0,0,0,0,4533.333333,8.97689769,15.21763455,13.02327657,22.07705494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4533.333333,8.97689769,15.21763455
8298,249,Legacy Labo Fortier,G703,2016-07-07,19:33:57,1,4x1m2 - LOKI,V-Tow,200,2,0,505,505,297.9,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.528052805,0.895154974,0.290946535,0.493212487,3466.666667,6.864686469,11.63701466,8.526764356,14.45456865,0,0,0,0,0,3733.333333,7.392739274,12.53216963,8.817710891,14.94778113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733.333333,7.392739274,12.53216963
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Calanus finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,266.6666667,0.380952381,0.752021057,0.420704762,0.830494454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.3333333,0.304761905,0.601616845,25.39326476,50.12770822,0,0,0,0,0,277.3333333,0.396190476,0.782101899,79.86382659,157.655608,0,0,0,0,0,757.3333333,1.081904762,2.135739801,105.6777961,208.6138107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.3333333,1.081904762,2.135739801
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Calanus glacialis,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,0,0,0,533.3333333,0.761904762,1.504042113,7.472594286,14.75131416,64,0.091428571,0.180485054,2.692782629,5.315701748,42.66666667,0.060952381,0.120323369,6.313291581,12.46278654,192,0.274285714,0.541455161,83.373312,164.5835262,0,0,0,0,0,256,0.365714286,0.721940214,242.0401518,477.800638,0,0,0,0,0,1088,1.554285714,3.068245911,341.8921323,674.9139667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,1.554285714,3.068245911
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Calanus glacialis/finmarchicus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,266.6666667,0.380952381,0.752021057,0.629645714,1.242955443,266.6666667,0.380952381,0.752021057,2.823878095,5.574491446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113,3.45352381,6.817446888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Calanus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,0,0,0,266.6666667,0.380952381,0.752021057,25.11996571,49.58820079,736,1.051428571,2.075578116,235.144293,464.1878317,128,0.182857143,0.360970107,83.68260206,165.1940819,832,1.188571429,2.346305697,1214.719608,2397.923648,0,0,0,0,0,512,0.731428571,1.443880429,1923.628851,3797.349678,0,0,0,0,0,2474.666667,3.535238095,6.978755405,3482.29532,6874.24344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474.666667,3.535238095,6.978755405
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Calanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.380952381,0.752021057,1621.333333,2.316190476,4.572288024,2133.333333,3.047619048,6.016168453,533.3333333,0.761904762,1.504042113,0,0,0,4554.666667,6.506666667,12.84451965,4554.666667,6.506666667,12.84451965
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Copepoda,Animalia,Arthropoda,Copepoda,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113,533.3333333,0.761904762,1.504042113,533.3333333,0.761904762,1.504042113
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Euaugaptilus hyperboreus,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,0,0,0,0,0,533.3333333,0.761904762,1.504042113,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Gaetanus tenuispinus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.33333333,0.121904762,0.240646738,6.176257219,12.19227313,21.33333333,0.03047619,0.060161685,3.750347581,7.40339342,0,0,0,0,0,85.33333333,0.121904762,0.240646738,27.19012084,53.67480143,0,0,0,0,0,192,0.274285714,0.541455161,37.11672564,73.27046798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0.274285714,0.541455161
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Haloptilus acutifrons,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33333333,0.03047619,0.060161685,0,0,0,0,0,0,0,0,0,0,0,0,288,0.411428571,0.812182741,NA,NA,0,0,0,0,0,309.3333333,0.441904762,0.872344426,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.3333333,0.441904762,0.872344426
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Harpacticoida,Animalia,Arthropoda,Copepoda,Harpacticoida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8064,11.52,22.74111675,NA,NA,8064,11.52,22.74111675,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8064,11.52,22.74111675
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Heterorhabdus norvegicus,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.380952381,0.752021057,1.044617143,2.06213198,352,0.502857143,0.992667795,38.94293669,76.87550953,21.33333333,0.03047619,0.060161685,2.979410286,5.881520586,85.33333333,0.121904762,0.240646738,37.21053135,73.45564565,0,0,0,0,0,725.3333333,1.036190476,2.045497274,80.17749547,158.2748077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725.3333333,1.036190476,2.045497274
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Heterostylites major,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,0,0,0,0,0,266.6666667,0.380952381,0.752021057,0,0,266.6666667,0.380952381,0.752021057,0,0,21.33333333,0.03047619,0.060161685,0,0,21.33333333,0.03047619,0.060161685,0,0,0,0,0,0,0,85.33333333,0.121904762,0.240646738,0,0,0,0,0,0,0,661.3333333,0.944761905,1.86501222,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661.3333333,0.944761905,1.86501222
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Metridia longa,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,0,0,0,0,0,533.3333333,0.761904762,1.504042113,3.594628571,7.095995488,288,0.411428571,0.812182741,3.777654857,7.457299492,2464,3.52,6.948674563,76.9499104,151.9033764,1653.333333,2.361904762,4.662530551,165.1222263,325.9604016,277.3333333,0.396190476,0.782101899,37.2002176,73.43528573,2410.666667,3.443809524,6.798270352,730.6964846,1442.435249,0,0,0,0,0,7626.666667,10.8952381,21.50780222,1017.341122,2008.287607,0,0,0,0,0,0,0,0,0,266.6666667,0.380952381,0.752021057,266.6666667,0.380952381,0.752021057,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113,8160,11.65714286,23.01184433
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Microcalanus spp.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,0,0,0,0,0,0,0,0,0,0,2688,3.84,7.58037225,2.0534784,4.053679865,11840,16.91428571,33.38973491,15.87744,31.34294416,5109.333333,7.299047619,14.40872344,9.949039848,19.63995458,800,1.142857143,2.25606317,1.557782857,3.075149464,7594.666667,10.84952381,21.41755969,17.6507648,34.84358534,800,1.142857143,2.25606317,1.054672653,2.081982112,28832,41.18857143,81.30851664,48.14317856,95.03729552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28832,41.18857143,81.30851664
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Neomormonilla sp.,Animalia,Arthropoda,Copepoda,Mormonilloida,Mormonillidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.3333333,1.173333333,2.316224854,NA,NA,821.3333333,1.173333333,2.316224854,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.3333333,1.173333333,2.316224854
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0.411428571,0.812182741,0.631925486,1.247455838,0,0,0,0,0,288,0.411428571,0.812182741,0.631925486,1.247455838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0.411428571,0.812182741
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.333333,1.904761905,3.760105283,0.654609524,1.292235383,4064,5.805714286,11.4608009,2.818093714,5.563072758,821.3333333,1.173333333,2.316224854,0.626923733,1.237582102,12373.33333,17.67619048,34.89377703,12.30828495,24.29723482,800,1.142857143,2.25606317,0.431856327,0.852508259,19392,27.70285714,54.68697124,16.83976825,33.24263332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19392,27.70285714,54.68697124
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Oncaea notopus/parila,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.380952381,0.752021057,0.139059048,0.274510246,266.6666667,0.380952381,0.752021057,0.268228571,0.529498026,0,0,0,0,0,2176,3.108571429,6.136491822,3.861218743,7.622259222,0,0,0,0,0,2709.333333,3.87047619,7.640533935,4.268506362,8.426267494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2709.333333,3.87047619,7.640533935
8318,250,Legacy Labo Fortier,G707,2016-07-08,18:46:40,1,4x1m2 - LOKI,V-Tow,200,2,0,700,700,354.6,Oncaea spp.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.6666667,0.380952381,0.752021057,NA,NA,0,0,0,0,0,266.6666667,0.380952381,0.752021057,NA,NA,0,0,0,0,0,533.3333333,0.761904762,1.504042113,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.3333333,0.761904762,1.504042113
